,mes,escopo_autuacao,uf,descricao_infracao,amparo_legal,quantidade_autos
195,MARÇO,Cmt - Capacidade Máxima de Tração,MG,Transitar com o veículo excedendo a CMT em até 600 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",2
196,MARÇO,Cmt - Capacidade Máxima de Tração,MS,Transitar com o veículo excedendo a CMT acima de 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",2
197,MARÇO,Cmt - Capacidade Máxima de Tração,RJ,Transitar com o veículo excedendo a CMT acima de 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",3
198,MARÇO,Cmt - Capacidade Máxima de Tração,RJ,Transitar com o veículo excedendo a CMT em até 600 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",5
199,MARÇO,Cmt - Capacidade Máxima de Tração,RJ,Transitar com o veículo excedendo a CMT entre 601 e 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1
200,MARÇO,Evasão de Balança,ES,Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos,"Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.",450
201,MARÇO,Evasão de Balança,RJ,Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos,"Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.",1587
202,MARÇO,Evasão de Balança,SC,Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos,"Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.",3
203,MARÇO,Excesso de Peso,BA,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",3
204,MARÇO,Excesso de Peso,ES,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",82
205,MARÇO,Excesso de Peso,ES,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",124
206,MARÇO,Excesso de Peso,ES,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1166
207,MARÇO,Excesso de Peso,GO,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1
208,MARÇO,Excesso de Peso,GO,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",7
209,MARÇO,Excesso de Peso,GO,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",44
210,MARÇO,Excesso de Peso,MG,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",160
211,MARÇO,Excesso de Peso,MG,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",261
212,MARÇO,Excesso de Peso,MG,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1875
213,MARÇO,Excesso de Peso,MS,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",2
214,MARÇO,Excesso de Peso,MS,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",13
215,MARÇO,Excesso de Peso,MS,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",41
216,MARÇO,Excesso de Peso,MT,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",15
217,MARÇO,Excesso de Peso,MT,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",41
218,MARÇO,Excesso de Peso,MT,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",319
219,MARÇO,Excesso de Peso,PR,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",39
220,MARÇO,Excesso de Peso,PR,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",49
221,MARÇO,Excesso de Peso,PR,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",362
222,MARÇO,Excesso de Peso,RJ,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",499
223,MARÇO,Excesso de Peso,RJ,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",541
224,MARÇO,Excesso de Peso,RJ,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",2526
225,MARÇO,Excesso de Peso,RS,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",9
226,MARÇO,Excesso de Peso,RS,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",8
227,MARÇO,Excesso de Peso,RS,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",130
228,MARÇO,Excesso de Peso,SC,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",76
229,MARÇO,Excesso de Peso,SC,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",135
230,MARÇO,Excesso de Peso,SC,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1003
231,MARÇO,Excesso de Peso,SP,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",64
232,MARÇO,Excesso de Peso,SP,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",65
233,MARÇO,Excesso de Peso,SP,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1071
234,NOVEMBRO,Cmt - Capacidade Máxima de Tração,ES,Transitar com o veículo excedendo a CMT acima de 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",2
235,NOVEMBRO,Cmt - Capacidade Máxima de Tração,MS,Transitar com o veículo excedendo a CMT acima de 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1
236,NOVEMBRO,Cmt - Capacidade Máxima de Tração,RJ,Transitar com o veículo excedendo a CMT acima de 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",4
237,NOVEMBRO,Cmt - Capacidade Máxima de Tração,RJ,Transitar com o veículo excedendo a CMT em até 600 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",18
238,NOVEMBRO,Cmt - Capacidade Máxima de Tração,RJ,Transitar com o veículo excedendo a CMT entre 601 e 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",3
239,NOVEMBRO,Cmt - Capacidade Máxima de Tração,SP,Transitar com o veículo excedendo a CMT acima de 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1
240,NOVEMBRO,Evasão de Balança,ES,Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos,"Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.",1130
241,NOVEMBRO,Evasão de Balança,RJ,Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos,"Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.",8413
242,NOVEMBRO,Evasão de Balança,SP,Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos,"Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.",733
243,NOVEMBRO,Excesso de Peso,ES,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",163
244,NOVEMBRO,Excesso de Peso,ES,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",249
245,NOVEMBRO,Excesso de Peso,ES,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",2030
246,NOVEMBRO,Excesso de Peso,MG,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",88
247,NOVEMBRO,Excesso de Peso,MG,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",192
248,NOVEMBRO,Excesso de Peso,MG,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1163
249,NOVEMBRO,Excesso de Peso,MS,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",7
250,NOVEMBRO,Excesso de Peso,MS,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",46
251,NOVEMBRO,Excesso de Peso,MS,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",96
252,NOVEMBRO,Excesso de Peso,RJ,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",439
253,NOVEMBRO,Excesso de Peso,RJ,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",512
254,NOVEMBRO,Excesso de Peso,RJ,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",4101
255,NOVEMBRO,Excesso de Peso,RS,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",62
256,NOVEMBRO,Excesso de Peso,RS,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",81
257,NOVEMBRO,Excesso de Peso,RS,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",683
258,NOVEMBRO,Excesso de Peso,SC,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",41
259,NOVEMBRO,Excesso de Peso,SC,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",121
260,NOVEMBRO,Excesso de Peso,SC,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",561
261,NOVEMBRO,Excesso de Peso,SP,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",96
262,NOVEMBRO,Excesso de Peso,SP,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",131
263,NOVEMBRO,Excesso de Peso,SP,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",756
264,OUTUBRO,Cmt - Capacidade Máxima de Tração,ES,Transitar com o veículo excedendo a CMT acima de 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",4
265,OUTUBRO,Cmt - Capacidade Máxima de Tração,ES,Transitar com o veículo excedendo a CMT em até 600 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1
266,OUTUBRO,Cmt - Capacidade Máxima de Tração,MG,Transitar com o veículo excedendo a CMT acima de 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",2
267,OUTUBRO,Cmt - Capacidade Máxima de Tração,MS,Transitar com o veículo excedendo a CMT acima de 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",2
268,OUTUBRO,Cmt - Capacidade Máxima de Tração,RJ,Transitar com o veículo excedendo a CMT acima de 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",6
269,OUTUBRO,Cmt - Capacidade Máxima de Tração,RJ,Transitar com o veículo excedendo a CMT em até 600 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",9
270,OUTUBRO,Cmt - Capacidade Máxima de Tração,RJ,Transitar com o veículo excedendo a CMT entre 601 e 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",2
271,OUTUBRO,Cmt - Capacidade Máxima de Tração,SC,Transitar com o veículo excedendo a CMT acima de 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1
272,OUTUBRO,Cmt - Capacidade Máxima de Tração,SP,Transitar com o veículo excedendo a CMT acima de 1000 kg,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1
273,OUTUBRO,Evasão de Balança,ES,Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos,"Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.",817
274,OUTUBRO,Evasão de Balança,RJ,Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos,"Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.",4302
275,OUTUBRO,Evasão de Balança,SP,Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos,"Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.",1067
276,OUTUBRO,Excesso de Peso,ES,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",242
277,OUTUBRO,Excesso de Peso,ES,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",344
278,OUTUBRO,Excesso de Peso,ES,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",2314
279,OUTUBRO,Excesso de Peso,GO,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1
280,OUTUBRO,Excesso de Peso,GO,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",4
281,OUTUBRO,Excesso de Peso,MG,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",81
282,OUTUBRO,Excesso de Peso,MG,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",167
283,OUTUBRO,Excesso de Peso,MG,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",1040
284,OUTUBRO,Excesso de Peso,MS,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",12
285,OUTUBRO,Excesso de Peso,MS,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",38
286,OUTUBRO,Excesso de Peso,MS,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",92
287,OUTUBRO,Excesso de Peso,RJ,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",395
288,OUTUBRO,Excesso de Peso,RJ,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",500
289,OUTUBRO,Excesso de Peso,RJ,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",2777
290,OUTUBRO,Excesso de Peso,RS,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",67
291,OUTUBRO,Excesso de Peso,RS,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",101
292,OUTUBRO,Excesso de Peso,RS,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",512
293,OUTUBRO,Excesso de Peso,SC,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",39
294,OUTUBRO,Excesso de Peso,SC,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",67
295,OUTUBRO,Excesso de Peso,SC,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",596
296,OUTUBRO,Excesso de Peso,SP,Transitar com o veículo com excesso de peso - PBT/PBTC,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",115
297,OUTUBRO,Excesso de Peso,SP,Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",139
298,OUTUBRO,Excesso de Peso,SP,Transitar com o veículo com excesso de peso - Por Eixo,"Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ",802
