,city,city_ibge_code,date,epidemiological_week,estimated_population,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,place_type,state,new_confirmed,new_deaths,country
3642,Bujari,1200138,2020-10-02,202040,10420,10266,False,True,378,3627.63916,2020-10-01,0.0185,7,178,city,AC,0,0,Brazil
3643,Capixaba,1200179,2020-10-02,202040,12008,11733,False,True,255,2123.58428,2020-10-01,0.0314,8,148,city,AC,0,0,Brazil
3644,Cruzeiro do Sul,1200203,2020-10-02,202040,89072,88376,False,True,3506,3936.14155,2020-10-01,0.0171,60,173,city,AC,0,0,Brazil
3645,Epitaciolândia,1200252,2020-10-02,202040,18696,18411,False,True,511,2733.20496,2020-10-01,0.0274,14,149,city,AC,0,0,Brazil
3646,Feijó,1200302,2020-10-02,202040,34884,34780,False,True,1264,3623.43768,2020-10-01,0.0158,20,154,city,AC,0,0,Brazil
3647,Jordão,1200328,2020-10-02,202040,8473,8317,False,True,208,2454.8566,2020-10-01,0.0048,1,138,city,AC,0,0,Brazil
3648,Manoel Urbano,1200344,2020-10-02,202040,9581,9459,False,True,303,3162.50913,2020-10-01,0.0066,2,143,city,AC,0,0,Brazil
3649,Marechal Thaumaturgo,1200351,2020-10-02,202040,19299,18867,False,True,564,2922.43121,2020-10-01,0.0018,1,144,city,AC,0,0,Brazil
3650,Mâncio Lima,1200336,2020-10-02,202040,19311,18977,False,True,1029,5328.56921,2020-10-01,0.0117,12,157,city,AC,0,0,Brazil
3651,Plácido de Castro,1200385,2020-10-02,202040,19955,19761,False,True,414,2074.668,2020-10-01,0.0193,8,180,city,AC,0,0,Brazil
3652,Porto Acre,1200807,2020-10-02,202040,18824,18504,False,True,512,2719.932,2020-10-01,0.0293,15,188,city,AC,0,0,Brazil
3653,Porto Walter,1200393,2020-10-02,202040,12241,11982,False,True,317,2589.65771,2020-10-01,0.0063,2,143,city,AC,0,0,Brazil
3654,Rio Branco,1200401,2020-10-02,202040,413418,407319,False,True,10629,2571.00562,2020-10-01,0.0388,412,200,city,AC,0,0,Brazil
3655,Rodrigues Alves,1200427,2020-10-02,202040,19351,18930,False,True,157,811.32758,2020-10-01,0.0446,7,144,city,AC,0,0,Brazil
3656,Santa Rosa do Purus,1200435,2020-10-02,202040,6717,6540,False,True,344,5121.33393,2020-10-01,0.0058,2,148,city,AC,0,0,Brazil
3657,Sena Madureira,1200500,2020-10-02,202040,46511,45848,False,True,1596,3431.44632,2020-10-01,0.0081,13,152,city,AC,0,0,Brazil
3658,Senador Guiomard,1200450,2020-10-02,202040,23236,23024,False,True,526,2263.7287,2020-10-01,0.0247,13,167,city,AC,0,0,Brazil
3659,Tarauacá,1200609,2020-10-02,202040,43151,42567,False,True,2424,5617.48279,2020-10-01,0.0058,14,154,city,AC,0,0,Brazil
3660,Xapuri,1200708,2020-10-02,202040,19596,19323,False,True,1218,6215.55419,2020-10-01,0.0107,13,157,city,AC,0,0,Brazil
3661,,12,2020-10-02,202040,894470,881935,False,False,28555,3192.39326,2020-10-02,0.0233,664,200,state,AC,146,3,Brazil
3662,Acrelândia,1200013,2020-10-03,202040,15490,15256,False,False,472,3047.12718,2020-10-03,0.0191,9,189,city,AC,1,0,Brazil
3663,Assis Brasil,1200054,2020-10-03,202040,7534,7417,False,False,639,8481.55031,2020-10-03,0.0141,9,156,city,AC,10,0,Brazil
3664,Brasiléia,1200104,2020-10-03,202040,26702,26278,False,False,1154,4321.77365,2020-10-03,0.0165,19,148,city,AC,0,0,Brazil
3665,Bujari,1200138,2020-10-03,202040,10420,10266,False,False,378,3627.63916,2020-10-03,0.0185,7,179,city,AC,0,0,Brazil
3666,Capixaba,1200179,2020-10-03,202040,12008,11733,False,False,255,2123.58428,2020-10-03,0.0314,8,149,city,AC,0,0,Brazil
3667,Cruzeiro do Sul,1200203,2020-10-03,202040,89072,88376,False,False,3513,3944.00036,2020-10-03,0.0171,60,174,city,AC,7,0,Brazil
3668,Epitaciolândia,1200252,2020-10-03,202040,18696,18411,False,False,514,2749.25118,2020-10-03,0.0272,14,150,city,AC,3,0,Brazil
3669,Feijó,1200302,2020-10-03,202040,34884,34780,False,False,1273,3649.23747,2020-10-03,0.0157,20,155,city,AC,9,0,Brazil
3670,Jordão,1200328,2020-10-03,202040,8473,8317,False,False,208,2454.8566,2020-10-03,0.0048,1,139,city,AC,0,0,Brazil
3671,Manoel Urbano,1200344,2020-10-03,202040,9581,9459,False,False,306,3193.8211,2020-10-03,0.0065,2,144,city,AC,3,0,Brazil
3672,Marechal Thaumaturgo,1200351,2020-10-03,202040,19299,18867,False,False,567,2937.97606,2020-10-03,0.0018,1,145,city,AC,3,0,Brazil
3673,Mâncio Lima,1200336,2020-10-03,202040,19311,18977,False,False,1047,5421.78033,2020-10-03,0.0115,12,158,city,AC,18,0,Brazil
3674,Plácido de Castro,1200385,2020-10-03,202040,19955,19761,False,False,414,2074.668,2020-10-03,0.0193,8,181,city,AC,0,0,Brazil
3675,Porto Acre,1200807,2020-10-03,202040,18824,18504,False,False,516,2741.18147,2020-10-03,0.0291,15,189,city,AC,4,0,Brazil
3676,Porto Walter,1200393,2020-10-03,202040,12241,11982,False,False,317,2589.65771,2020-10-03,0.0063,2,144,city,AC,0,0,Brazil
3677,Rio Branco,1200401,2020-10-03,202040,413418,407319,False,False,10666,2579.9554,2020-10-03,0.0392,418,201,city,AC,37,6,Brazil
3678,Rodrigues Alves,1200427,2020-10-03,202040,19351,18930,False,False,159,821.66296,2020-10-03,0.044,7,145,city,AC,2,0,Brazil
3679,Santa Rosa do Purus,1200435,2020-10-03,202040,6717,6540,False,False,366,5448.8611,2020-10-03,0.0055,2,149,city,AC,22,0,Brazil
3680,Sena Madureira,1200500,2020-10-03,202040,46511,45848,False,False,1606,3452.94661,2020-10-03,0.0081,13,153,city,AC,10,0,Brazil
3681,Senador Guiomard,1200450,2020-10-03,202040,23236,23024,False,False,526,2263.7287,2020-10-03,0.0247,13,168,city,AC,0,0,Brazil
3682,Tarauacá,1200609,2020-10-03,202040,43151,42567,False,False,2526,5853.86202,2020-10-03,0.0055,14,155,city,AC,102,0,Brazil
3683,Xapuri,1200708,2020-10-03,202040,19596,19323,False,False,1240,6327.822,2020-10-03,0.0105,13,158,city,AC,22,0,Brazil
3684,,12,2020-10-03,202040,894470,881935,False,False,28662,3204.35565,2020-10-03,0.0233,667,201,state,AC,107,3,Brazil
3685,Acrelândia,1200013,2020-10-04,202041,15490,15256,False,False,472,3047.12718,2020-10-04,0.0191,9,190,city,AC,0,0,Brazil
3686,Assis Brasil,1200054,2020-10-04,202041,7534,7417,False,False,639,8481.55031,2020-10-04,0.0141,9,157,city,AC,0,0,Brazil
3687,Brasiléia,1200104,2020-10-04,202041,26702,26278,False,False,1154,4321.77365,2020-10-04,0.0165,19,149,city,AC,0,0,Brazil
3688,Bujari,1200138,2020-10-04,202041,10420,10266,False,False,378,3627.63916,2020-10-04,0.0185,7,180,city,AC,0,0,Brazil
3689,Capixaba,1200179,2020-10-04,202041,12008,11733,False,False,255,2123.58428,2020-10-04,0.0314,8,150,city,AC,0,0,Brazil
3690,Cruzeiro do Sul,1200203,2020-10-04,202041,89072,88376,False,False,3513,3944.00036,2020-10-04,0.0171,60,175,city,AC,0,0,Brazil
3691,Epitaciolândia,1200252,2020-10-04,202041,18696,18411,False,False,514,2749.25118,2020-10-04,0.0272,14,151,city,AC,0,0,Brazil
3692,Feijó,1200302,2020-10-04,202041,34884,34780,False,False,1273,3649.23747,2020-10-04,0.0157,20,156,city,AC,0,0,Brazil
3693,Jordão,1200328,2020-10-04,202041,8473,8317,False,False,208,2454.8566,2020-10-04,0.0048,1,140,city,AC,0,0,Brazil
3694,Manoel Urbano,1200344,2020-10-04,202041,9581,9459,False,False,306,3193.8211,2020-10-04,0.0065,2,145,city,AC,0,0,Brazil
3695,Marechal Thaumaturgo,1200351,2020-10-04,202041,19299,18867,False,False,567,2937.97606,2020-10-04,0.0018,1,146,city,AC,0,0,Brazil
3696,Mâncio Lima,1200336,2020-10-04,202041,19311,18977,False,False,1048,5426.95873,2020-10-04,0.0115,12,159,city,AC,1,0,Brazil
3697,Plácido de Castro,1200385,2020-10-04,202041,19955,19761,False,False,414,2074.668,2020-10-04,0.0193,8,182,city,AC,0,0,Brazil
3698,Porto Acre,1200807,2020-10-04,202041,18824,18504,False,False,517,2746.49384,2020-10-04,0.029,15,190,city,AC,1,0,Brazil
3699,Porto Walter,1200393,2020-10-04,202041,12241,11982,False,False,317,2589.65771,2020-10-04,0.0063,2,145,city,AC,0,0,Brazil
3700,Rio Branco,1200401,2020-10-04,202041,413418,407319,False,False,10673,2581.6486,2020-10-04,0.0392,418,202,city,AC,7,0,Brazil
3701,Rodrigues Alves,1200427,2020-10-04,202041,19351,18930,False,False,159,821.66296,2020-10-04,0.044,7,146,city,AC,0,0,Brazil
3702,Santa Rosa do Purus,1200435,2020-10-04,202041,6717,6540,False,False,366,5448.8611,2020-10-04,0.0055,2,150,city,AC,0,0,Brazil
3703,Sena Madureira,1200500,2020-10-04,202041,46511,45848,False,False,1606,3452.94661,2020-10-04,0.0081,13,154,city,AC,0,0,Brazil
3704,Senador Guiomard,1200450,2020-10-04,202041,23236,23024,False,False,526,2263.7287,2020-10-04,0.0247,13,169,city,AC,0,0,Brazil
3705,Tarauacá,1200609,2020-10-04,202041,43151,42567,False,False,2526,5853.86202,2020-10-04,0.0055,14,156,city,AC,0,0,Brazil
3706,Xapuri,1200708,2020-10-04,202041,19596,19323,False,False,1241,6332.92509,2020-10-04,0.0105,13,159,city,AC,1,0,Brazil
3707,,12,2020-10-04,202041,894470,881935,False,False,28672,3205.47363,2020-10-04,0.0233,667,202,state,AC,10,0,Brazil
3708,Acrelândia,1200013,2020-10-05,202041,15490,15256,False,False,472,3047.12718,2020-10-05,0.0191,9,191,city,AC,0,0,Brazil
3709,Assis Brasil,1200054,2020-10-05,202041,7534,7417,False,False,639,8481.55031,2020-10-05,0.0141,9,158,city,AC,0,0,Brazil
3710,Brasiléia,1200104,2020-10-05,202041,26702,26278,False,False,1156,4329.26373,2020-10-05,0.0164,19,150,city,AC,2,0,Brazil
3711,Bujari,1200138,2020-10-05,202041,10420,10266,False,False,378,3627.63916,2020-10-05,0.0185,7,181,city,AC,0,0,Brazil
3712,Capixaba,1200179,2020-10-05,202041,12008,11733,False,False,255,2123.58428,2020-10-05,0.0314,8,151,city,AC,0,0,Brazil
3713,Cruzeiro do Sul,1200203,2020-10-05,202041,89072,88376,False,False,3514,3945.12305,2020-10-05,0.0171,60,176,city,AC,1,0,Brazil
3714,Epitaciolândia,1200252,2020-10-05,202041,18696,18411,False,False,515,2754.59991,2020-10-05,0.0272,14,152,city,AC,1,0,Brazil
3715,Feijó,1200302,2020-10-05,202041,34884,34780,False,False,1274,3652.10412,2020-10-05,0.0157,20,157,city,AC,1,0,Brazil
3716,Jordão,1200328,2020-10-05,202041,8473,8317,False,False,208,2454.8566,2020-10-05,0.0048,1,141,city,AC,0,0,Brazil
3717,Manoel Urbano,1200344,2020-10-05,202041,9581,9459,False,False,306,3193.8211,2020-10-05,0.0065,2,146,city,AC,0,0,Brazil
3718,Marechal Thaumaturgo,1200351,2020-10-05,202041,19299,18867,False,False,568,2943.15768,2020-10-05,0.0018,1,147,city,AC,1,0,Brazil
3719,Mâncio Lima,1200336,2020-10-05,202041,19311,18977,False,False,1049,5432.13712,2020-10-05,0.0114,12,160,city,AC,1,0,Brazil
3720,Plácido de Castro,1200385,2020-10-05,202041,19955,19761,False,False,414,2074.668,2020-10-05,0.0193,8,183,city,AC,0,0,Brazil
3721,Porto Acre,1200807,2020-10-05,202041,18824,18504,False,False,517,2746.49384,2020-10-05,0.029,15,191,city,AC,0,0,Brazil
3722,Porto Walter,1200393,2020-10-05,202041,12241,11982,False,False,317,2589.65771,2020-10-05,0.0063,2,146,city,AC,0,0,Brazil
3723,Rio Branco,1200401,2020-10-05,202041,413418,407319,False,False,10681,2583.58369,2020-10-05,0.0391,418,203,city,AC,8,0,Brazil
3724,Rodrigues Alves,1200427,2020-10-05,202041,19351,18930,False,False,159,821.66296,2020-10-05,0.044,7,147,city,AC,0,0,Brazil
3725,Santa Rosa do Purus,1200435,2020-10-05,202041,6717,6540,False,False,366,5448.8611,2020-10-05,0.0055,2,151,city,AC,0,0,Brazil
3726,Sena Madureira,1200500,2020-10-05,202041,46511,45848,False,False,1606,3452.94661,2020-10-05,0.0081,13,155,city,AC,0,0,Brazil
3727,Senador Guiomard,1200450,2020-10-05,202041,23236,23024,False,False,526,2263.7287,2020-10-05,0.0247,13,170,city,AC,0,0,Brazil
3728,Tarauacá,1200609,2020-10-05,202041,43151,42567,False,False,2526,5853.86202,2020-10-05,0.0055,14,157,city,AC,0,0,Brazil
3729,Xapuri,1200708,2020-10-05,202041,19596,19323,False,False,1241,6332.92509,2020-10-05,0.0105,13,160,city,AC,0,0,Brazil
3730,,12,2020-10-05,202041,894470,881935,False,False,28687,3207.1506,2020-10-05,0.0233,667,203,state,AC,15,0,Brazil
3731,Acrelândia,1200013,2020-10-06,202041,15490,15256,False,False,472,3047.12718,2020-10-06,0.0191,9,192,city,AC,0,0,Brazil
3732,Assis Brasil,1200054,2020-10-06,202041,7534,7417,False,False,639,8481.55031,2020-10-06,0.0141,9,159,city,AC,0,0,Brazil
3733,Brasiléia,1200104,2020-10-06,202041,26702,26278,False,False,1159,4340.49884,2020-10-06,0.0164,19,151,city,AC,3,0,Brazil
3734,Bujari,1200138,2020-10-06,202041,10420,10266,False,False,384,3685.22073,2020-10-06,0.0182,7,182,city,AC,6,0,Brazil
3735,Capixaba,1200179,2020-10-06,202041,12008,11733,False,False,255,2123.58428,2020-10-06,0.0314,8,152,city,AC,0,0,Brazil
3736,Cruzeiro do Sul,1200203,2020-10-06,202041,89072,88376,False,False,3533,3966.4541,2020-10-06,0.017,60,177,city,AC,19,0,Brazil
3737,Epitaciolândia,1200252,2020-10-06,202041,18696,18411,False,False,515,2754.59991,2020-10-06,0.0272,14,153,city,AC,0,0,Brazil
3738,Feijó,1200302,2020-10-06,202041,34884,34780,False,False,1274,3652.10412,2020-10-06,0.0157,20,158,city,AC,0,0,Brazil
3739,Jordão,1200328,2020-10-06,202041,8473,8317,False,False,209,2466.6588,2020-10-06,0.0048,1,142,city,AC,1,0,Brazil
3740,Manoel Urbano,1200344,2020-10-06,202041,9581,9459,False,False,307,3204.25843,2020-10-06,0.0065,2,147,city,AC,1,0,Brazil
3741,Marechal Thaumaturgo,1200351,2020-10-06,202041,19299,18867,False,False,571,2958.70252,2020-10-06,0.0018,1,148,city,AC,3,0,Brazil
3742,Mâncio Lima,1200336,2020-10-06,202041,19311,18977,False,False,1049,5432.13712,2020-10-06,0.0114,12,161,city,AC,0,0,Brazil
3743,Plácido de Castro,1200385,2020-10-06,202041,19955,19761,False,False,414,2074.668,2020-10-06,0.0193,8,184,city,AC,0,0,Brazil
3744,Porto Acre,1200807,2020-10-06,202041,18824,18504,False,False,519,2757.11857,2020-10-06,0.0289,15,192,city,AC,2,0,Brazil
3745,Porto Walter,1200393,2020-10-06,202041,12241,11982,False,False,317,2589.65771,2020-10-06,0.0063,2,147,city,AC,0,0,Brazil
3746,Rio Branco,1200401,2020-10-06,202041,413418,407319,False,False,10699,2587.93763,2020-10-06,0.0392,419,204,city,AC,18,1,Brazil
3747,Rodrigues Alves,1200427,2020-10-06,202041,19351,18930,False,False,159,821.66296,2020-10-06,0.044,7,148,city,AC,0,0,Brazil
3748,Santa Rosa do Purus,1200435,2020-10-06,202041,6717,6540,False,False,367,5463.7487,2020-10-06,0.0054,2,152,city,AC,1,0,Brazil
3749,Sena Madureira,1200500,2020-10-06,202041,46511,45848,False,False,1615,3472.29688,2020-10-06,0.008,13,156,city,AC,9,0,Brazil
3750,Senador Guiomard,1200450,2020-10-06,202041,23236,23024,False,False,526,2263.7287,2020-10-06,0.0247,13,171,city,AC,0,0,Brazil
3751,Tarauacá,1200609,2020-10-06,202041,43151,42567,False,False,2557,5925.70276,2020-10-06,0.0055,14,158,city,AC,31,0,Brazil
3752,Xapuri,1200708,2020-10-06,202041,19596,19323,False,False,1265,6455.39906,2020-10-06,0.0103,13,161,city,AC,24,0,Brazil
3753,,12,2020-10-06,202041,894470,881935,False,False,28805,3220.34277,2020-10-06,0.0232,668,204,state,AC,118,1,Brazil
3754,Acrelândia,1200013,2020-10-07,202041,15490,15256,False,False,472,3047.12718,2020-10-07,0.0191,9,193,city,AC,0,0,Brazil
3755,Assis Brasil,1200054,2020-10-07,202041,7534,7417,False,False,639,8481.55031,2020-10-07,0.0141,9,160,city,AC,0,0,Brazil
3756,Brasiléia,1200104,2020-10-07,202041,26702,26278,False,False,1159,4340.49884,2020-10-07,0.0164,19,152,city,AC,0,0,Brazil
3757,Bujari,1200138,2020-10-07,202041,10420,10266,False,False,384,3685.22073,2020-10-07,0.0182,7,183,city,AC,0,0,Brazil
3758,Capixaba,1200179,2020-10-07,202041,12008,11733,False,False,255,2123.58428,2020-10-07,0.0314,8,153,city,AC,0,0,Brazil
3759,Cruzeiro do Sul,1200203,2020-10-07,202041,89072,88376,False,False,3532,3965.33142,2020-10-07,0.017,60,178,city,AC,-1,0,Brazil
3760,Epitaciolândia,1200252,2020-10-07,202041,18696,18411,False,False,515,2754.59991,2020-10-07,0.0272,14,154,city,AC,0,0,Brazil
3761,Feijó,1200302,2020-10-07,202041,34884,34780,False,False,1274,3652.10412,2020-10-07,0.0157,20,159,city,AC,0,0,Brazil
3762,Jordão,1200328,2020-10-07,202041,8473,8317,False,False,209,2466.6588,2020-10-07,0.0048,1,143,city,AC,0,0,Brazil
3763,Manoel Urbano,1200344,2020-10-07,202041,9581,9459,False,False,307,3204.25843,2020-10-07,0.0065,2,148,city,AC,0,0,Brazil
3764,Marechal Thaumaturgo,1200351,2020-10-07,202041,19299,18867,False,False,571,2958.70252,2020-10-07,0.0018,1,149,city,AC,0,0,Brazil
3765,Mâncio Lima,1200336,2020-10-07,202041,19311,18977,False,False,1049,5432.13712,2020-10-07,0.0114,12,162,city,AC,0,0,Brazil
3766,Plácido de Castro,1200385,2020-10-07,202041,19955,19761,False,False,414,2074.668,2020-10-07,0.0193,8,185,city,AC,0,0,Brazil
3767,Porto Acre,1200807,2020-10-07,202041,18824,18504,False,False,519,2757.11857,2020-10-07,0.0289,15,193,city,AC,0,0,Brazil
3768,Porto Walter,1200393,2020-10-07,202041,12241,11982,False,False,317,2589.65771,2020-10-07,0.0063,2,148,city,AC,0,0,Brazil
3769,Rio Branco,1200401,2020-10-07,202041,413418,407319,False,False,10713,2591.32404,2020-10-07,0.0391,419,205,city,AC,14,0,Brazil
3770,Rodrigues Alves,1200427,2020-10-07,202041,19351,18930,False,False,159,821.66296,2020-10-07,0.044,7,149,city,AC,0,0,Brazil
3771,Santa Rosa do Purus,1200435,2020-10-07,202041,6717,6540,False,False,367,5463.7487,2020-10-07,0.0054,2,153,city,AC,0,0,Brazil
3772,Sena Madureira,1200500,2020-10-07,202041,46511,45848,False,False,1615,3472.29688,2020-10-07,0.008,13,157,city,AC,0,0,Brazil
3773,Senador Guiomard,1200450,2020-10-07,202041,23236,23024,False,False,526,2263.7287,2020-10-07,0.0247,13,172,city,AC,0,0,Brazil
3774,Tarauacá,1200609,2020-10-07,202041,43151,42567,False,False,2557,5925.70276,2020-10-07,0.0055,14,159,city,AC,0,0,Brazil
3775,Xapuri,1200708,2020-10-07,202041,19596,19323,False,False,1265,6455.39906,2020-10-07,0.0103,13,162,city,AC,0,0,Brazil
3776,,12,2020-10-07,202041,894470,881935,False,False,28818,3221.79615,2020-10-07,0.0232,668,205,state,AC,13,0,Brazil
3777,Acrelândia,1200013,2020-10-08,202041,15490,15256,False,False,472,3047.12718,2020-10-08,0.0191,9,194,city,AC,0,0,Brazil
3778,Assis Brasil,1200054,2020-10-08,202041,7534,7417,False,False,639,8481.55031,2020-10-08,0.0141,9,161,city,AC,0,0,Brazil
3779,Brasiléia,1200104,2020-10-08,202041,26702,26278,False,False,1159,4340.49884,2020-10-08,0.0164,19,153,city,AC,0,0,Brazil
3780,Bujari,1200138,2020-10-08,202041,10420,10266,False,False,386,3704.41459,2020-10-08,0.0181,7,184,city,AC,2,0,Brazil
3781,Capixaba,1200179,2020-10-08,202041,12008,11733,False,False,255,2123.58428,2020-10-08,0.0314,8,154,city,AC,0,0,Brazil
3782,Cruzeiro do Sul,1200203,2020-10-08,202041,89072,88376,False,False,3533,3966.4541,2020-10-08,0.017,60,179,city,AC,1,0,Brazil
3783,Epitaciolândia,1200252,2020-10-08,202041,18696,18411,False,False,515,2754.59991,2020-10-08,0.0272,14,155,city,AC,0,0,Brazil
3784,Feijó,1200302,2020-10-08,202041,34884,34780,False,False,1274,3652.10412,2020-10-08,0.0157,20,160,city,AC,0,0,Brazil
3785,Jordão,1200328,2020-10-08,202041,8473,8317,False,False,209,2466.6588,2020-10-08,0.0048,1,144,city,AC,0,0,Brazil
3786,Manoel Urbano,1200344,2020-10-08,202041,9581,9459,False,False,307,3204.25843,2020-10-08,0.0065,2,149,city,AC,0,0,Brazil
3787,Marechal Thaumaturgo,1200351,2020-10-08,202041,19299,18867,False,False,571,2958.70252,2020-10-08,0.0018,1,150,city,AC,0,0,Brazil
3788,Mâncio Lima,1200336,2020-10-08,202041,19311,18977,False,False,1049,5432.13712,2020-10-08,0.0114,12,163,city,AC,0,0,Brazil
3789,Plácido de Castro,1200385,2020-10-08,202041,19955,19761,False,False,414,2074.668,2020-10-08,0.0193,8,186,city,AC,0,0,Brazil
3790,Porto Acre,1200807,2020-10-08,202041,18824,18504,False,False,519,2757.11857,2020-10-08,0.0289,15,194,city,AC,0,0,Brazil
3791,Porto Walter,1200393,2020-10-08,202041,12241,11982,False,False,317,2589.65771,2020-10-08,0.0063,2,149,city,AC,0,0,Brazil
3792,Rio Branco,1200401,2020-10-08,202041,413418,407319,False,False,10726,2594.46855,2020-10-08,0.0391,419,206,city,AC,13,0,Brazil
3793,Rodrigues Alves,1200427,2020-10-08,202041,19351,18930,False,False,159,821.66296,2020-10-08,0.044,7,150,city,AC,0,0,Brazil
3794,Santa Rosa do Purus,1200435,2020-10-08,202041,6717,6540,False,False,367,5463.7487,2020-10-08,0.0054,2,154,city,AC,0,0,Brazil
3795,Sena Madureira,1200500,2020-10-08,202041,46511,45848,False,False,1615,3472.29688,2020-10-08,0.0087,14,158,city,AC,0,1,Brazil
3796,Senador Guiomard,1200450,2020-10-08,202041,23236,23024,False,False,526,2263.7287,2020-10-08,0.0247,13,173,city,AC,0,0,Brazil
3797,Tarauacá,1200609,2020-10-08,202041,43151,42567,False,False,2557,5925.70276,2020-10-08,0.0055,14,160,city,AC,0,0,Brazil
3798,Xapuri,1200708,2020-10-08,202041,19596,19323,False,False,1265,6455.39906,2020-10-08,0.0103,13,163,city,AC,0,0,Brazil
3799,,12,2020-10-08,202041,894470,881935,False,False,28834,3223.58492,2020-10-08,0.0232,669,206,state,AC,16,1,Brazil
3800,Acrelândia,1200013,2020-10-09,202041,15490,15256,False,False,477,3079.40607,2020-10-09,0.021,10,195,city,AC,5,1,Brazil
3801,Assis Brasil,1200054,2020-10-09,202041,7534,7417,False,False,649,8614.28192,2020-10-09,0.0139,9,162,city,AC,10,0,Brazil
3802,Brasiléia,1200104,2020-10-09,202041,26702,26278,False,False,1159,4340.49884,2020-10-09,0.0164,19,154,city,AC,0,0,Brazil
3803,Bujari,1200138,2020-10-09,202041,10420,10266,False,False,386,3704.41459,2020-10-09,0.0181,7,185,city,AC,0,0,Brazil
3804,Capixaba,1200179,2020-10-09,202041,12008,11733,False,False,255,2123.58428,2020-10-09,0.0314,8,155,city,AC,0,0,Brazil
3805,Cruzeiro do Sul,1200203,2020-10-09,202041,89072,88376,False,False,3536,3969.82217,2020-10-09,0.0173,61,180,city,AC,3,1,Brazil
3806,Epitaciolândia,1200252,2020-10-09,202041,18696,18411,False,False,516,2759.94865,2020-10-09,0.0271,14,156,city,AC,1,0,Brazil
3807,Feijó,1200302,2020-10-09,202041,34884,34780,False,False,1278,3663.57069,2020-10-09,0.0156,20,161,city,AC,4,0,Brazil
3808,Jordão,1200328,2020-10-09,202041,8473,8317,False,False,210,2478.46099,2020-10-09,0.0048,1,145,city,AC,1,0,Brazil
3809,Manoel Urbano,1200344,2020-10-09,202041,9581,9459,False,False,313,3266.88237,2020-10-09,0.0064,2,150,city,AC,6,0,Brazil
3810,Marechal Thaumaturgo,1200351,2020-10-09,202041,19299,18867,False,False,581,3010.51868,2020-10-09,0.0017,1,151,city,AC,10,0,Brazil
3811,Mâncio Lima,1200336,2020-10-09,202041,19311,18977,False,False,1061,5494.27787,2020-10-09,0.0123,13,164,city,AC,12,1,Brazil
3812,Plácido de Castro,1200385,2020-10-09,202041,19955,19761,False,False,415,2079.67928,2020-10-09,0.0193,8,187,city,AC,1,0,Brazil
3813,Porto Acre,1200807,2020-10-09,202041,18824,18504,False,False,520,2762.43094,2020-10-09,0.0288,15,195,city,AC,1,0,Brazil
3814,Porto Walter,1200393,2020-10-09,202041,12241,11982,False,False,317,2589.65771,2020-10-09,0.0063,2,150,city,AC,0,0,Brazil
3815,Rio Branco,1200401,2020-10-09,202041,413418,407319,False,False,10766,2604.14399,2020-10-09,0.0391,421,207,city,AC,40,2,Brazil
3816,Rodrigues Alves,1200427,2020-10-09,202041,19351,18930,False,False,167,863.0045,2020-10-09,0.0419,7,151,city,AC,8,0,Brazil
3817,Santa Rosa do Purus,1200435,2020-10-09,202041,6717,6540,False,False,367,5463.7487,2020-10-09,0.0054,2,155,city,AC,0,0,Brazil
3818,Sena Madureira,1200500,2020-10-09,202041,46511,45848,False,False,1629,3502.39728,2020-10-09,0.0086,14,159,city,AC,14,0,Brazil
3819,Senador Guiomard,1200450,2020-10-09,202041,23236,23024,False,False,526,2263.7287,2020-10-09,0.0247,13,174,city,AC,0,0,Brazil
3820,Tarauacá,1200609,2020-10-09,202041,43151,42567,False,False,2590,6002.1784,2020-10-09,0.0054,14,161,city,AC,33,0,Brazil
3821,Xapuri,1200708,2020-10-09,202041,19596,19323,False,False,1299,6628.90386,2020-10-09,0.01,13,164,city,AC,34,0,Brazil
3822,,12,2020-10-09,202041,894470,881935,False,False,29017,3244.04396,2020-10-09,0.0232,674,207,state,AC,183,5,Brazil
3823,Acrelândia,1200013,2020-10-10,202041,15490,15256,False,False,478,3085.86185,2020-10-10,0.0209,10,196,city,AC,1,0,Brazil
3824,Assis Brasil,1200054,2020-10-10,202041,7534,7417,False,False,649,8614.28192,2020-10-10,0.0139,9,163,city,AC,0,0,Brazil
3825,Brasiléia,1200104,2020-10-10,202041,26702,26278,False,False,1159,4340.49884,2020-10-10,0.0164,19,155,city,AC,0,0,Brazil
3826,Bujari,1200138,2020-10-10,202041,10420,10266,False,False,386,3704.41459,2020-10-10,0.0181,7,186,city,AC,0,0,Brazil
3827,Capixaba,1200179,2020-10-10,202041,12008,11733,False,False,255,2123.58428,2020-10-10,0.0314,8,156,city,AC,0,0,Brazil
3828,Cruzeiro do Sul,1200203,2020-10-10,202041,89072,88376,False,False,3536,3969.82217,2020-10-10,0.0173,61,181,city,AC,0,0,Brazil
3829,Epitaciolândia,1200252,2020-10-10,202041,18696,18411,False,False,516,2759.94865,2020-10-10,0.0271,14,157,city,AC,0,0,Brazil
3830,Feijó,1200302,2020-10-10,202041,34884,34780,False,False,1278,3663.57069,2020-10-10,0.0156,20,162,city,AC,0,0,Brazil
3831,Jordão,1200328,2020-10-10,202041,8473,8317,False,False,210,2478.46099,2020-10-10,0.0048,1,146,city,AC,0,0,Brazil
